Attrition,Business Travel,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Relationship Satisfaction,Total Working Years,Years At Company,Years In Current Role,Years With Curr Manager
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,3,40,26,Bachelor's Degree,3,1,8396,1,14,2,8,7,7,5
No,Travel_Frequently,R&D,Medical,Female,Research Scientist,Divorced,No,5,26,1,High School,1,3,2007,1,13,3,5,5,3,3
No,Travel_Rarely,R&D,Medical,Male,Research Director,Divorced,No,0,46,1,Master's Degree,4,4,19627,9,17,4,23,2,2,2
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,4,54,2,Master's Degree,3,3,10686,6,11,2,13,9,4,0
No,Travel_Frequently,R&D,Medical,Female,Research Scientist,Married,No,4,56,9,Bachelor's Degree,1,3,2942,2,19,2,18,5,4,3
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Single,No,2,36,12,Doctoral Degree,4,4,8858,0,11,2,15,14,8,8
No,Non-Travel,R&D,Medical,Male,Manager,Single,No,3,55,2,High School,3,1,16756,7,15,2,31,9,7,2
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,5,43,25,Bachelor's Degree,3,4,10798,5,13,3,18,1,0,0
Yes,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Single,Yes,3,20,9,Bachelor's Degree,4,4,2323,1,14,2,2,2,2,2
Yes,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Single,No,6,21,10,Bachelor's Degree,3,1,1416,1,13,1,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Divorced,Yes,2,46,8,Master's Degree,4,1,4615,8,23,1,19,16,13,7
Yes,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,Yes,2,51,4,Master's Degree,1,3,2461,9,12,3,18,10,0,7
Yes,Non-Travel,R&D,Technical Degree,Male,Healthcare Representative,Single,No,2,28,24,Associates Degree,2,1,8722,1,12,1,10,10,7,9
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,2,26,1,Associates Degree,1,1,3955,1,16,1,6,5,3,3
No,Travel_Rarely,R&D,Other,Male,Manufacturing Director,Married,No,1,30,20,Bachelor's Degree,3,1,9957,0,15,3,7,6,2,2
No,Travel_Rarely,R&D,Technical Degree,Female,Research Scientist,Married,No,3,41,7,Associates Degree,2,3,3376,1,13,3,10,10,6,8
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Married,No,4,38,17,High School,3,3,8823,0,18,1,20,19,9,9
No,Travel_Rarely,R&D,Technical Degree,Male,Healthcare Representative,Married,No,6,40,20,Master's Degree,1,4,10322,4,20,4,14,11,10,1
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Married,No,4,27,8,Doctoral Degree,1,3,4621,1,19,4,3,3,2,2
No,Travel_Frequently,R&D,Life Sciences,Male,Manufacturing Director,Married,No,4,55,2,High School,4,2,10976,3,18,2,23,3,2,2
No,Travel_Rarely,R&D,Other,Female,Research Scientist,Single,No,4,28,10,Bachelor's Degree,3,3,3660,3,13,4,10,8,7,7
Yes,Travel_Rarely,HR,Medical,Male,Human Resources,Married,No,1,44,1,Associates Degree,2,1,10482,9,14,4,24,20,6,6
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,2,33,5,Bachelor's Degree,4,4,7119,4,15,3,9,3,2,2
Yes,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,Yes,2,35,4,Bachelor's Degree,4,1,9582,0,22,1,9,8,7,7
Yes,Travel_Frequently,R&D,Medical,Female,Research Scientist,Single,No,4,33,29,Master's Degree,1,3,4508,1,22,2,14,13,7,8
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,5,28,15,Associates Degree,1,3,2207,1,16,4,4,4,2,2
No,Travel_Frequently,R&D,Life Sciences,Male,Healthcare Representative,Single,No,1,34,3,High School,1,4,7756,0,17,3,7,6,2,4
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,5,37,10,Master's Degree,4,4,6694,2,14,3,8,1,0,0
Yes,Travel_Rarely,R&D,Technical Degree,Male,Laboratory Technician,Married,Yes,3,25,4,High School,4,4,3691,1,15,2,7,7,7,6
Yes,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Divorced,No,0,26,21,Bachelor's Degree,1,3,2377,1,20,3,1,1,1,0
Yes,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,Yes,0,33,25,Bachelor's Degree,1,2,2313,4,20,2,5,2,2,2
No,Travel_Rarely,R&D,Medical,Male,Manager,Married,No,3,42,2,Associates Degree,4,1,17665,0,17,4,23,22,6,7
Yes,Travel_Frequently,R&D,Medical,Male,Laboratory Technician,Divorced,No,2,28,1,Bachelor's Degree,1,2,2596,1,15,1,1,1,0,0
Yes,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,4,50,1,Master's Degree,4,3,4728,3,14,4,5,0,0,0
No,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,No,3,33,7,Bachelor's Degree,4,2,4302,0,17,3,4,3,2,2
No,Non-Travel,R&D,Life Sciences,Male,Research Scientist,Married,No,2,34,3,Master's Degree,3,4,2979,3,17,4,6,0,0,0
No,Non-Travel,R&D,Medical,Male,Manager,Single,No,3,48,1,Master's Degree,1,4,16885,2,22,3,27,5,4,1
No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,2,45,9,Master's Degree,2,3,5593,1,13,4,15,15,10,12
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Single,No,4,52,7,Master's Degree,2,2,10445,7,19,4,18,8,6,0
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,2,38,10,Master's Degree,3,3,8740,0,14,2,9,8,7,7
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Divorced,No,1,29,28,Master's Degree,3,4,2514,4,22,1,11,7,5,7
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Divorced,No,3,28,3,Bachelor's Degree,4,2,7655,0,17,2,10,9,7,7
No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,3,46,3,High School,1,3,17465,3,12,4,23,12,9,9
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,2,38,2,Associates Degree,4,2,7351,7,16,3,10,1,0,0
No,Travel_Frequently,R&D,Life Sciences,Female,Manufacturing Director,Married,No,1,43,27,Bachelor's Degree,3,1,10820,8,11,3,18,8,7,1
Yes,Travel_Frequently,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,4,39,2,Bachelor's Degree,1,4,12169,7,11,4,21,18,7,5
No,Travel_Rarely,R&D,Medical,Male,Research Director,Single,No,2,40,14,Bachelor's Degree,3,3,19626,1,14,1,21,20,7,9
No,Travel_Rarely,R&D,Technical Degree,Female,Research Scientist,Single,Yes,6,21,1,High School,4,2,2070,1,11,3,2,2,2,2
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,39,9,Bachelor's Degree,3,2,6782,9,15,3,9,5,4,3
No,Non-Travel,R&D,Life Sciences,Male,Manufacturing Director,Single,No,0,36,18,Master's Degree,1,4,7779,2,20,1,18,11,9,9
No,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,No,4,31,20,Bachelor's Degree,3,4,2791,0,12,1,3,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,2,28,2,High School,1,2,3201,0,17,1,6,5,3,4
No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Divorced,No,3,35,11,Associates Degree,4,4,4968,1,11,4,5,5,2,2
No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,3,49,8,Master's Degree,4,2,13120,6,17,2,22,9,8,3
No,Travel_Frequently,R&D,Life Sciences,Male,Manufacturing Director,Single,No,3,34,2,Associates Degree,4,3,4033,2,11,4,5,3,2,2
No,Travel_Frequently,R&D,Life Sciences,Female,Research Scientist,Divorced,No,2,29,10,Bachelor's Degree,4,2,3291,0,14,4,8,7,5,1
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Single,No,3,42,29,Bachelor's Degree,2,4,4272,4,19,1,16,1,0,0
No,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Married,Yes,2,29,8,High School,2,4,5056,1,15,3,10,10,7,2
No,Travel_Rarely,HR,Human Resources,Male,Human Resources,Married,No,2,38,1,Bachelor's Degree,3,3,2844,1,13,4,7,7,6,0
No,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Divorced,Yes,2,28,6,Bachelor's Degree,3,3,2703,1,14,4,3,3,1,2
Yes,Non-Travel,R&D,Medical,Male,Laboratory Technician,Single,No,0,18,8,High School,3,3,1904,1,12,4,0,0,0,0
Yes,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,3,33,9,Master's Degree,1,1,8224,0,17,1,6,5,2,3
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,4,41,12,Master's Degree,2,4,4766,3,11,1,6,1,0,0
Yes,Travel_Frequently,R&D,Medical,Male,Laboratory Technician,Married,No,5,31,15,Bachelor's Degree,3,3,2610,1,12,3,2,2,2,2
No,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Divorced,No,2,37,25,Associates Degree,3,4,5731,7,13,3,9,6,2,3
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,0,27,6,Bachelor's Degree,4,3,2539,1,13,3,4,4,2,2
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,3,34,9,High School,2,3,5714,1,20,1,6,6,5,3
No,Travel_Rarely,HR,Technical Degree,Male,Human Resources,Single,No,2,35,8,Master's Degree,3,3,4323,1,17,2,6,5,4,4
Yes,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,3,29,23,High School,4,1,7336,1,13,1,11,11,8,10
No,Travel_Frequently,R&D,Medical,Female,Research Director,Single,No,3,40,9,Master's Degree,2,3,13499,9,17,3,20,18,7,13
Yes,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,Yes,2,42,12,Bachelor's Degree,3,1,13758,0,12,2,22,21,9,14
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,3,42,4,Master's Degree,2,1,5155,7,13,4,9,6,4,5
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,2,35,1,Master's Degree,4,3,2258,6,12,2,10,8,0,7
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Single,No,2,24,24,Bachelor's Degree,4,2,3597,8,22,4,6,4,3,2
Yes,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Married,Yes,4,28,12,High School,3,4,2515,1,11,4,1,1,1,0
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,2,26,3,Master's Degree,1,4,4420,1,22,2,8,8,7,7
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,3,30,10,Bachelor's Degree,3,3,6578,1,18,1,10,10,3,4
No,Travel_Frequently,R&D,Medical,Female,Research Scientist,Married,Yes,3,40,26,Associates Degree,3,4,4422,3,13,4,16,1,1,0
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Divorced,No,2,35,2,Bachelor's Degree,3,2,10274,2,18,2,15,7,7,4
No,Travel_Frequently,R&D,Medical,Male,Healthcare Representative,Single,No,3,34,1,Bachelor's Degree,4,1,5343,0,20,3,14,13,9,9
No,Travel_Frequently,R&D,Other,Male,Laboratory Technician,Married,No,2,35,4,Master's Degree,4,4,2376,1,13,2,2,2,2,2
Yes,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,2,43,9,Bachelor's Degree,1,3,5346,8,13,2,7,4,3,3
No,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Divorced,No,3,32,2,High School,3,1,2827,1,12,3,1,1,0,0
No,Travel_Rarely,R&D,Technical Degree,Female,Manager,Divorced,No,2,56,4,Master's Degree,4,1,19943,4,13,4,28,5,2,2
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Married,No,5,29,6,High School,2,4,3131,1,13,1,10,10,8,8
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,No,4,19,9,Associates Degree,3,1,2552,1,25,3,1,1,1,0
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Married,Yes,2,45,7,Bachelor's Degree,1,3,4477,4,19,3,7,3,2,2
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,No,2,37,1,Bachelor's Degree,4,4,6474,1,13,2,14,14,8,11
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,20,3,Bachelor's Degree,1,3,3033,1,12,1,2,2,2,2
Yes,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,Yes,4,44,10,Master's Degree,3,3,2936,1,11,3,6,6,4,2
No,Travel_Rarely,R&D,Medical,Female,Manager,Divorced,No,6,53,7,Associates Degree,4,3,18606,3,18,2,26,7,7,7
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,Yes,2,29,15,High School,2,4,2168,0,18,1,6,5,4,3
Yes,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Married,Yes,5,22,3,Master's Degree,3,4,2853,0,11,2,1,0,0,0
No,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,2,46,2,Bachelor's Degree,3,1,17048,8,23,1,28,26,15,9
No,Non-Travel,R&D,Life Sciences,Male,Research Scientist,Single,No,3,44,17,Bachelor's Degree,4,3,2290,2,13,4,6,0,0,0
No,Travel_Rarely,HR,Human Resources,Male,Human Resources,Married,No,2,33,2,Bachelor's Degree,2,3,3600,1,13,4,5,5,4,4
Yes,Non-Travel,R&D,Life Sciences,Male,Research Scientist,Divorced,No,2,41,5,Associates Degree,1,1,2107,6,17,1,5,1,0,0
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,3,30,29,Master's Degree,3,1,4115,8,19,3,8,4,3,3
No,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,2,40,2,Master's Degree,2,2,4327,5,12,4,5,0,0,0
No,Travel_Frequently,R&D,Medical,Female,Manager,Married,No,3,50,2,Bachelor's Degree,4,1,17856,2,22,3,32,2,2,2
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,2,28,19,Master's Degree,4,1,3196,1,12,3,6,6,5,3
No,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Married,No,2,46,15,Associates Degree,4,2,19081,5,11,1,25,4,2,3
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,2,35,17,Master's Degree,3,1,8966,3,15,4,15,7,7,7
Yes,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Married,No,3,24,17,Associates Degree,4,2,2210,1,13,1,1,1,0,0
No,Travel_Frequently,Sales,Medical,Female,Sales Executive,Married,No,3,33,25,Bachelor's Degree,2,3,4539,1,12,1,10,10,7,1
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,4,36,6,Master's Degree,3,3,2741,1,14,3,7,7,7,7
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,4,30,7,Master's Degree,3,3,3491,1,13,1,10,10,7,9
No,Travel_Rarely,R&D,Other,Male,Research Scientist,Single,No,3,44,29,Master's Degree,4,4,4541,1,25,2,20,20,11,17
No,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,No,2,20,21,Bachelor's Degree,3,4,2678,1,17,4,2,2,1,2
No,Travel_Rarely,R&D,Technical Degree,Male,Manufacturing Director,Divorced,No,3,46,2,Master's Degree,4,4,7379,2,11,3,12,6,3,4
No,Non-Travel,HR,Medical,Male,Human Resources,Married,No,3,42,2,Doctoral Degree,4,1,6272,7,16,1,10,4,3,3
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,3,60,7,Master's Degree,2,4,5220,0,18,2,12,11,7,9
No,Travel_Frequently,R&D,Other,Female,Laboratory Technician,Married,No,2,32,13,Bachelor's Degree,3,2,2743,1,20,3,2,2,2,2
No,Travel_Frequently,R&D,Life Sciences,Female,Research Scientist,Single,Yes,2,32,2,Associates Degree,4,3,4998,4,14,4,10,8,7,7
No,Travel_Rarely,R&D,Technical Degree,Female,Manufacturing Director,Divorced,Yes,2,36,1,Bachelor's Degree,3,1,10252,2,21,3,17,7,7,7
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,No,5,33,9,Bachelor's Degree,1,4,2781,0,13,2,15,14,10,10
No,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,No,2,40,10,Bachelor's Degree,2,2,6852,7,12,2,7,5,1,3
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,4,25,10,Master's Degree,3,4,4950,0,14,2,5,4,3,1
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,Yes,2,30,1,Bachelor's Degree,4,2,3579,0,21,1,12,11,9,7
No,Travel_Frequently,R&D,Medical,Female,Research Director,Married,Yes,6,42,26,Doctoral Degree,1,1,13191,3,17,3,20,1,0,0
No,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,Yes,6,35,8,Associates Degree,3,4,10377,4,11,2,16,13,2,12
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,Yes,3,27,14,Bachelor's Degree,1,1,2235,1,14,4,9,9,7,8
No,Travel_Frequently,R&D,Life Sciences,Female,Manufacturing Director,Divorced,No,2,54,1,Master's Degree,4,3,10502,7,17,1,33,5,4,4
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,No,5,44,2,High School,1,4,2011,1,13,4,10,10,5,7
Yes,Non-Travel,R&D,Medical,Female,Research Scientist,Single,Yes,2,19,10,Bachelor's Degree,1,2,1859,1,25,2,1,1,1,0
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Divorced,No,5,29,1,Bachelor's Degree,1,4,3760,1,15,1,3,3,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Married,No,2,54,3,Bachelor's Degree,4,4,17779,3,14,1,36,10,9,9
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Married,Yes,2,31,11,Associates Degree,3,1,6833,1,12,4,6,6,5,1
No,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Single,No,2,31,24,Bachelor's Degree,3,1,6812,1,19,2,10,10,9,8
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,2,59,3,Bachelor's Degree,3,4,5171,5,17,4,13,6,1,5
No,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Married,No,2,43,3,Bachelor's Degree,3,4,19740,3,14,2,25,8,7,7
No,Travel_Rarely,R&D,Medical,Male,Manager,Married,No,2,49,4,Associates Degree,1,3,18711,2,13,3,23,1,0,0
No,Travel_Frequently,R&D,Technical Degree,Male,Research Scientist,Married,No,2,36,3,Bachelor's Degree,3,2,3692,1,12,3,12,11,10,7
No,Travel_Rarely,R&D,Technical Degree,Male,Laboratory Technician,Single,No,4,48,2,Associates Degree,4,2,2559,5,11,3,7,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Divorced,No,2,27,4,Associates Degree,1,3,2517,1,11,2,5,5,3,3
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Divorced,Yes,2,29,7,Bachelor's Degree,3,4,6623,1,11,2,6,6,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Single,No,3,48,1,Bachelor's Degree,4,4,18265,6,12,3,25,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Research Director,Divorced,No,2,29,1,Bachelor's Degree,4,4,16124,3,14,2,9,7,7,7
No,Travel_Rarely,R&D,Technical Degree,Female,Research Scientist,Married,No,5,34,20,Bachelor's Degree,3,3,2585,0,17,4,2,1,0,0
No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,5,44,5,Bachelor's Degree,2,2,18213,7,11,3,26,22,9,10
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,3,33,10,Doctoral Degree,4,3,8380,0,14,4,10,9,8,8
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Single,Yes,2,19,25,Bachelor's Degree,2,4,2994,1,12,4,1,1,0,1
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,2,23,1,Associates Degree,4,3,1223,1,22,4,1,1,0,1
Yes,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Single,Yes,4,25,24,High School,3,4,1118,1,14,4,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,Yes,2,26,4,Associates Degree,3,4,2875,1,20,2,8,8,5,2
Yes,Travel_Rarely,Sales,Marketing,Female,Manager,Single,Yes,2,45,2,Bachelor's Degree,1,2,18824,2,16,1,26,24,10,11
No,Non-Travel,R&D,Medical,Male,Healthcare Representative,Divorced,Yes,3,55,8,High School,4,2,13577,1,15,4,34,33,9,0
Yes,Travel_Frequently,R&D,Life Sciences,Female,Laboratory Technician,Single,No,2,21,10,Associates Degree,1,3,2625,1,20,3,2,2,2,2
No,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,2,46,4,Associates Degree,4,2,18789,2,14,3,26,11,4,8
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,3,34,2,Bachelor's Degree,3,1,4538,0,12,4,4,3,2,2
No,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced,Yes,5,51,9,Bachelor's Degree,4,2,19847,4,24,1,31,29,10,10
No,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Single,No,6,59,18,Master's Degree,4,4,10512,6,12,4,25,9,7,4
No,Travel_Frequently,R&D,Medical,Female,Laboratory Technician,Divorced,No,2,34,19,Bachelor's Degree,3,2,4444,4,13,3,15,11,8,10
No,Travel_Frequently,R&D,Medical,Male,Laboratory Technician,Single,Yes,2,28,1,Master's Degree,4,3,2154,0,11,3,5,4,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Manager,Divorced,No,4,44,4,Associates Degree,3,1,19190,1,14,4,26,25,9,13
No,Travel_Frequently,HR,Life Sciences,Male,Human Resources,Married,No,5,34,11,Bachelor's Degree,3,2,4490,4,11,4,14,10,9,8
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,Yes,3,35,6,High School,3,3,3506,0,14,4,4,3,2,2
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Married,Yes,2,42,7,Master's Degree,2,2,2372,6,16,4,18,1,0,0
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,3,43,4,Master's Degree,4,4,10231,3,14,4,23,21,7,17
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,2,36,2,Master's Degree,3,2,5410,9,11,4,18,16,14,12
Yes,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Married,No,2,44,15,Bachelor's Degree,1,4,7978,1,11,4,10,10,7,5
No,Travel_Frequently,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,2,28,2,Bachelor's Degree,4,4,3867,1,12,2,2,2,2,2
No,Travel_Frequently,R&D,Medical,Female,Laboratory Technician,Single,No,6,51,6,Associates Degree,2,3,2838,0,14,2,8,7,0,7
No,Non-Travel,R&D,Medical,Female,Manufacturing Director,Single,Yes,3,30,9,Associates Degree,3,3,4695,7,18,3,10,8,4,7
Yes,Travel_Rarely,R&D,Technical Degree,Female,Laboratory Technician,Divorced,Yes,2,29,7,Bachelor's Degree,2,3,3339,3,13,1,10,7,7,7
No,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Single,No,2,28,1,Bachelor's Degree,4,1,2080,2,11,2,5,3,2,2
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Single,No,3,25,1,Bachelor's Degree,4,2,2096,1,18,4,2,2,2,1
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,4,32,8,Bachelor's Degree,3,4,6209,1,15,3,10,10,7,8
No,Travel_Frequently,R&D,Medical,Female,Manager,Single,No,4,45,25,Bachelor's Degree,2,2,18061,3,22,3,22,0,0,0
No,Travel_Rarely,R&D,Medical,Female,Manager,Divorced,Yes,4,39,13,Master's Degree,3,2,17123,6,13,4,21,19,9,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Divorced,No,3,58,23,Master's Degree,1,3,2372,1,12,4,2,2,2,2
Yes,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,32,7,Associates Degree,4,3,4883,1,18,1,10,10,4,1
Yes,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,No,2,39,23,Bachelor's Degree,3,1,3904,0,13,1,6,5,2,3
No,Travel_Rarely,R&D,Technical Degree,Female,Laboratory Technician,Married,No,6,30,6,Bachelor's Degree,1,4,4627,0,12,1,10,9,2,7
No,Travel_Rarely,R&D,Technical Degree,Female,Healthcare Representative,Married,No,0,36,10,Master's Degree,4,3,7094,3,12,1,10,7,7,7
No,Travel_Rarely,HR,Life Sciences,Female,Human Resources,Single,No,3,46,1,Associates Degree,4,1,3423,6,12,3,10,7,6,7
No,Non-Travel,R&D,Life Sciences,Female,Laboratory Technician,Married,No,6,28,1,Bachelor's Degree,3,4,6674,0,11,1,10,9,8,5
No,Travel_Rarely,R&D,Life Sciences,Female,Research Director,Married,Yes,2,50,28,Bachelor's Degree,4,1,16880,4,11,2,25,3,2,2
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,2,40,25,Master's Degree,4,2,9094,2,12,3,9,5,4,0
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,2,52,5,Bachelor's Degree,2,2,8446,9,19,3,10,8,7,7
No,Travel_Rarely,R&D,Medical,Female,Manager,Married,Yes,2,30,17,Master's Degree,2,1,11916,1,23,4,9,9,1,8
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Single,No,6,39,18,Associates Degree,1,3,4534,0,11,1,9,8,7,7
No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,5,31,2,Master's Degree,4,3,9852,1,19,1,10,10,8,6
No,Non-Travel,Sales,Medical,Male,Sales Executive,Single,No,4,41,10,Associates Degree,3,2,6151,1,13,1,19,19,2,9
Yes,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,Yes,2,31,1,Bachelor's Degree,4,2,2302,1,11,1,3,3,2,2
Yes,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,4,44,3,Bachelor's Degree,1,1,2362,4,12,3,10,3,2,2
No,Non-Travel,R&D,Life Sciences,Male,Manager,Married,Yes,3,42,2,High School,3,3,17861,0,13,4,21,20,8,10
No,Travel_Rarely,R&D,Medical,Female,Manager,Married,No,5,55,2,Associates Degree,4,3,19187,4,14,4,23,19,9,11
No,Travel_Rarely,HR,Life Sciences,Male,Manager,Single,No,4,56,8,Master's Degree,4,2,19717,6,14,1,36,7,3,7
No,Non-Travel,R&D,Life Sciences,Male,Research Scientist,Divorced,No,0,40,16,Associates Degree,3,3,3544,9,16,2,6,4,2,0
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,0,34,9,Bachelor's Degree,4,4,8500,0,11,4,10,9,7,6
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,No,4,40,2,Bachelor's Degree,3,4,4661,1,13,3,9,9,8,8
